Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;Moyenne loyer mensuel;Surface moyenne (m²);nombre_observations;nombre_logements;methodologie_production
B3100;2025;Agglomération de Toulouse;;;4. Entre 1991-2005;;Ensemble 1P;13.1;14.8;16.7;20.5;22.9;16.7;379;403;445;480;517;446;27;1254;5580;Estimation directe
B3100;2025;Agglomération de Toulouse;;;4. Entre 1991-2005;;Ensemble 2P;10.6;11.6;12.7;14.2;15.8;12.8;455;500;540;590;635;546;42;3290;14962;Estimation directe
B3100;2025;Agglomération de Toulouse;;;4. Entre 1991-2005;;Ensemble 3P;9.4;10.1;11.3;12.1;13.3;11.1;600;647;692;782;860;716;64;1903;10374;Estimation directe
B3100;2025;Agglomération de Toulouse;;;4. Entre 1991-2005;1. Moins de 1 an;;10;11.2;12.6;15;19.3;12.4;440;493;590;769;980;649;52;1730;;Estimation directe
B3100;2025;Agglomération de Toulouse;;;4. Entre 1991-2005;2. 1 an et plus;;9.5;10.5;11.7;13.7;15.8;11.4;450;520;620;780;1000;683;60;5506;;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;;;9.7;10.5;11.6;12.8;14.1;11.3;490;540;648;750;909;673;59;22309;58889;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;;Ensemble 4P+;8.3;9.4;10.3;10.8;11.9;10.1;748;841;913;1039;1190;948;94;2139;10566;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;;Ensemble 1P;12.2;13.3;14.4;15.6;19;14.9;301;351;400;460;515;408;27;1516;4066;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;;Ensemble 2P;11.1;11.9;12.8;13.6;14.6;12.8;482;507;540;575;623;548;43;9574;21398;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;;Ensemble 3P;9.7;10.4;11.1;11.8;12.4;11.1;600;648;695;740;800;698;63;9080;22859;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;1. Moins de 1 an;;9.5;10.6;11.8;13.1;14.5;11.5;490;538;629;730;859;657;57;6445;;Estimation directe
B3100;2025;Agglomération de Toulouse;;;5. Après 2005;2. 1 an et plus;;9.7;10.5;11.5;12.7;13.9;11.3;495;542;657;765;930;681;60;15864;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;;;7.9;9.6;10.6;11.8;12.8;10.2;650;789;925;1100;1350;969;95;2147;26574;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;;;Maison 4P+;7.7;9.2;10.4;11.3;12.5;10;796;880;1000;1200;1394;1049;105;1492;19853;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;1. Moins de 1 an;;9;9.9;11.1;12.4;13.5;11;706;846;1080;1250;1380;1082;98;513;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;;1. Moins de 1 an;Maison 4P+;9;9.8;10.8;12.2;13.5;10.9;845;980;1100;1334;1450;1161;107;359;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;2. 1 an et plus;;7.6;9.2;10.5;11.4;12.5;9.9;600;773;900;1050;1238;929;93;1634;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;;2. 1 an et plus;Maison 4P+;7.4;8.9;10.3;10.9;11.8;9.6;771;870;956;1132;1354;1007;105;1133;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;1. Avant 1946;;;4.8;7.8;10.9;12.6;14.8;9.5;450;720;900;1100;1500;941;99;105;2057;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;1. Avant 1946;;Maison 4P+;4.8;7.6;9.8;10.9;13.4;8.7;450;890;1090;1200;1529;1025;118;68;1292;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;18;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;1. Avant 1946;2. 1 an et plus;;4.8;7.6;10.9;12.9;15.1;9.3;450;720;898;1100;1500;909;98;87;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;;;8.1;9.4;11.2;12.5;15;10.8;660;800;959;1212;1370;1028;95;201;4011;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;;Maison 4P+;8;9;10.8;12.2;13.3;10.5;780;900;1038;1350;1439;1107;106;176;2985;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;8.6;10.1;12.2;13.5;15;11.3;660;900;1170;1360;1960;1178;104;51;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;2. Entre 1946-1970;2. 1 an et plus;;8;9.3;11.1;11.8;13.7;10.4;650;800;900;1000;1230;929;89;150;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;;;8.1;9.7;10.6;12;13.5;10.5;528;885;1079;1230;1450;1054;100;229;6086;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;;Maison 4P+;7.9;9.7;10.6;11.4;13.5;10.4;820;900;1080;1230;1450;1093;105;203;4793;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;10.3;10.6;12.4;12.7;14.2;11.7;970;1080;1200;1300;1690;1261;108;69;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;3. Entre 1971-1990;2. 1 an et plus;;7.9;8.3;10.5;10.9;11.5;9.7;500;720;900;1127;1230;921;95;160;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;;;8.4;9.5;10.4;11.6;12.1;10.1;727;850;980;1100;1394;1014;100;384;5684;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;;Maison 4P+;8.7;9.6;10.4;11.4;12.1;10.1;835;870;1000;1200;1488;1069;106;314;4453;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;9.5;9.8;10.8;12.1;12.2;10.8;837;950;990;1100;1213;1015;94;78;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;4. Entre 1991-2005;2. 1 an et plus;;7.1;9.1;10.3;11.4;11.8;9.9;720;844;943;1175;1488;1013;102;306;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;5. Après 2005;;;8.5;9.8;10.5;11.1;12;10.2;662;728;875;1000;1145;888;87;1228;8736;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;;Maison;5. Après 2005;;Maison 4P+;8.5;9.5;10.3;10.8;11.5;10;817;874;950;1055;1200;985;99;731;6329;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;5. Après 2005;1. Moins de 1 an;;9;9.7;10.8;11.4;12.2;10.5;670;725;820;1001;1350;888;85;297;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Maison;5. Après 2005;2. 1 an et plus;;8.5;9.8;10.5;11.1;12;10.1;658;747;882;1000;1145;888;88;931;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;;;9.6;10.8;12.2;14.4;18;12.1;440;507;593;708;855;633;52;36917;145661;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;;Appart 1P;13.1;14.8;17;20.6;23.9;17.2;360;400;449;500;550;455;27;5271;24649;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;;Appart 2P;10.5;11.7;12.8;14.2;16.6;12.9;466;502;545;597;663;557;43;16004;57362;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;;Appart 3P;9.3;10.1;11.1;12.1;13.3;11.2;571;635;690;758;850;707;63;12680;47097;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;;Appart 4P+;7.8;9.1;10.3;11.6;13.8;10.6;650;730;884;1048;1350;944;89;2962;16553;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;1. Moins de 1 an;;9.8;11.2;12.8;15.4;20;12.8;440;510;590;710;860;639;50;10281;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;1. Moins de 1 an;Appart 1P;13.5;15.7;18.7;21.4;25.5;18.2;379;410;465;510;550;470;26;1753;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;1. Moins de 1 an;Appart 2P;11;11.9;13;14.5;17.1;13.2;475;514;554;603;690;568;43;4520;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;1. Moins de 1 an;Appart 3P;9.5;10.3;11.3;12.5;14.2;11.6;594;647;700;780;860;722;62;3326;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;1. Moins de 1 an;Appart 4P+;8.1;9.4;10.3;12.8;15.5;11.2;661;766;902;1150;1550;1024;92;682;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;2. 1 an et plus;;9.4;10.6;12;14;16.8;11.9;440;506;594;706;850;630;53;26636;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;2. 1 an et plus;Appart 1P;12.7;14.3;16.3;19.3;22.7;16.5;345;397;441;487;549;445;27;3518;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;2. 1 an et plus;Appart 2P;10.4;11.5;12.8;14.1;16.4;12.8;460;500;540;590;650;552;43;11484;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;2. 1 an et plus;Appart 3P;9.1;10;11;11.9;12.9;11;567;630;685;750;848;700;64;9354;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;;2. 1 an et plus;Appart 4P+;7.4;8.9;10.3;11.5;12.9;10.3;643;728;868;1009;1250;911;89;2280;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;;;10;11.9;14.6;18.4;21.8;13.9;410;489;587;776;1000;672;48;2559;12506;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;;Appart 1P;14;16.8;19.2;22.6;25.7;19.1;365;415;470;522;593;484;25;806;3499;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;;Appart 2P;10.1;12.2;14.5;16.9;19.8;14.2;470;501;565;660;785;594;42;991;4498;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;;Appart 3P;8.8;10.8;12.4;14.2;15.8;12.3;529;631;741;880;1020;760;62;540;2672;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;;Appart 4P+;7.4;10.2;12.3;14.1;15.5;12;790;900;1125;1387;2030;1216;102;222;1836;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;1. Moins de 1 an;;11.3;13.3;16.1;20;24;15.4;410;500;600;760;1046;692;45;789;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;1. Avant 1946;2. 1 an et plus;;9.7;11.4;14;17.1;20.8;13.1;415;485;577;785;967;661;50;1770;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;;;8.4;9.6;11.3;13.3;16.9;11.3;465;540;637;745;915;672;60;2463;19854;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;;Appart 1P;12.8;15.7;18.3;21.4;23.4;17.7;380;435;485;550;566;480;27;386;3880;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;;Appart 2P;9;10.4;12.2;13.8;16.2;12.1;439;500;543;609;696;555;46;710;5887;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;;Appart 3P;8.6;9.6;10.8;12.2;14.2;11.1;548;600;680;765;850;696;63;907;6507;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;;Appart 4P+;7.2;8.6;10;11.6;13.2;10.1;599;668;730;945;1240;836;83;460;3579;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9.4;11;12.6;15.1;19;12.5;492;550;680;800;1082;735;59;622;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;8.2;9.2;10.7;12.7;16.1;10.8;450;535;624;724;850;648;60;1841;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;;;9;10.5;12.6;15.7;18.6;12.1;410;469;558;657;819;594;49;3962;30622;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;;Appart 1P;12.8;15;16.5;19.5;22.8;16.6;363;400;440;495;527;447;27;1309;7693;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;;Appart 2P;10.2;11.2;12.6;14.3;16.7;12.6;455;508;560;610;660;563;45;1461;10951;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;;Appart 3P;8.5;9.5;10.4;11.3;12.6;10.5;558;615;672;770;931;708;67;795;7917;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;;Appart 4P+;7.3;8.4;9.9;11.3;12.2;10;550;700;875;1063;1187;892;90;397;4061;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;9.6;11;13.1;16.5;21.2;12.8;432;490;550;658;788;593;46;1070;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;8.9;10.3;12.3;15.2;18.1;11.8;400;454;559;656;830;595;50;2892;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;;;9.9;11;12.3;14.4;17.4;12.3;435;495;573;690;801;611;50;6852;32525;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;;Appart 1P;13.1;14.8;16.7;20.5;22.9;16.7;379;403;445;480;517;446;27;1254;5539;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;;Appart 2P;10.6;11.6;12.7;14.2;15.8;12.8;455;500;540;590;636;546;42;3279;14788;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;;Appart 3P;9.6;10.3;11.3;12.2;13.3;11.2;600;643;690;780;823;711;63;1844;9359;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;;Appart 4P+;8.7;9.6;10.4;11.8;13.3;10.7;704;775;884;1060;1340;960;89;475;2840;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;10.2;11.4;12.9;15.4;20.5;12.9;435;490;555;685;807;603;47;1652;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;9.7;10.9;12.1;14.1;16.3;12;434;500;580;690;800;615;51;5200;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;;;9.9;10.8;11.8;13.1;14.3;11.7;484;530;616;711;816;634;54;21081;50154;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;;Appart 1P;12.2;13.3;14.4;15.6;19;14.9;301;351;400;460;515;408;27;1516;4037;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;;Appart 2P;11.2;11.9;12.8;13.6;14.6;12.8;481;508;540;575;623;549;43;9563;21238;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;;Appart 3P;9.7;10.4;11.2;11.8;12.5;11.1;599;643;689;734;794;695;63;8594;20642;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;;Appart 4P+;8.1;9.4;10.3;11;12.1;10.2;715;789;870;961;1096;901;88;1408;4237;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;1. Moins de 1 an;;9.7;10.7;11.9;13.3;14.6;11.7;482;530;600;706;800;629;54;6148;;Estimation directe
B3100;2025;Agglomération de Toulouse;;Appartement;5. Après 2005;2. 1 an et plus;;10;10.8;11.8;12.9;14.1;11.6;485;530;620;714;822;636;55;14933;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;;9.7;11;12.6;15.2;19;12.5;434;505;600;739;930;658;53;24140;110747;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;;;
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Ensemble 4P+;8.1;9.6;10.7;12.2;13.8;11;650;771;927;1159;1497;1012;92;2009;16188;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Maison 4P+;8.9;10.5;10.9;12.5;13.5;11.3;844;878;1080;1350;1534;1138;101;339;4403;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Appart 1P;13.3;15;17.5;20.9;24.3;17.5;360;400;450;500;550;458;26;4331;21955;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Appart 2P;10.7;11.9;13.2;14.8;17.3;13.3;470;510;556;610;690;569;43;9886;39133;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Appart 3P;9.2;10.2;11.3;12.4;14;11.4;570;633;700;776;899;718;63;7742;31463;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Appart 4P+;7.7;9.3;10.6;12;14.1;10.8;635;730;900;1121;1423;968;89;1670;11785;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Ensemble 1P;13.3;15;17.5;20.9;24.3;17.5;360;400;450;500;550;458;26;4331;22125;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Ensemble 2P;10.7;11.9;13.2;14.8;17.3;13.3;470;510;557;610;695;571;43;9908;39590;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;;Ensemble 3P;9.3;10.3;11.3;12.4;14;11.4;570;639;700;784;899;722;63;7892;32844;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;1. Moins de 1 an;;10.2;11.7;13.3;16.7;21;13.3;440;512;600;742;945;668;50;6612;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;8.7;10.1;11.4;13.5;15.5;11.8;700;864;1039;1332;1720;1119;95;423;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;1. Moins de 1 an;Ensemble 1P;14;16.5;19.2;22.2;25.7;18.9;382;420;470;520;555;477;25;1424;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;1. Moins de 1 an;Ensemble 2P;11.4;12.3;13.3;15.1;18.3;13.7;485;525;570;635;708;588;43;2768;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9.7;10.6;11.7;12.8;14.8;12;595;648;720;800;935;743;62;1997;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;2. 1 an et plus;;9.4;10.8;12.3;14.6;17.6;12.1;430;500;600;738;925;653;54;17528;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;1586;;
B3100;2025;Agglomération de Toulouse;Ville centre;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;2907;;
B3100;2025;Agglomération de Toulouse;Ville centre;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;7140;;
B3100;2025;Agglomération de Toulouse;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;5895;;
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;;;10.5;12.2;14.8;18.5;22;14;418;496;600;818;1125;703;50;2394;12441;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;;Ensemble 4P+;9.4;10.7;11.8;13.9;15.5;12.1;855;966;1209;1500;2030;1298;108;224;2267;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;;Ensemble 1P;14.1;16.8;19.2;22.6;25.7;19.2;365;415;470;522;595;485;25;785;3390;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;;Ensemble 2P;10.9;12.6;14.8;17.1;20;14.7;470;505;578;675;789;604;41;900;4209;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;;Ensemble 3P;8.9;11;12.5;14.6;16.7;12.6;533;650;750;899;1020;771;61;485;2575;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;1. Moins de 1 an;;12.2;13.3;17;20.2;25;15.8;415;500;600;775;1088;711;45;732;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;1. Avant 1946;2. 1 an et plus;;9.8;11.5;14;16.9;20.8;13.2;420;488;600;830;1125;698;53;1662;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;;;8.4;9.8;11.5;13.8;17.4;11.6;472;550;650;788;1014;711;62;2242;19330;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7.3;8.9;10.3;11.9;13.5;10.6;570;674;800;1100;1433;916;87;439;4157;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;13.4;16.1;18.3;20.7;23.7;17.9;375;430;480;550;578;478;27;366;3677;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;9;10.9;12.8;15;16.7;12.6;450;507;566;658;729;582;46;649;5399;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;8.7;9.7;11;12.4;14.4;11.3;550;595;680;780;878;703;62;788;6097;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;9.6;11.2;12.8;15;19;12.8;496;559;700;861;1324;779;61;578;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;8.3;9.4;11;13.2;16.7;11.1;458;550;630;751;931;683;62;1664;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;;;9.2;10.9;13;16;19;12.5;405;465;560;660;900;604;48;3318;27116;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;7.4;8.8;10.7;11.9;13.5;10.6;550;750;910;1134;1169;931;88;258;4065;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12.8;14.9;16.7;19.7;22.9;16.6;360;400;440;490;525;443;27;1232;7140;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10.4;11.9;12.9;14.8;17.6;13;465;516;570;614;660;572;44;1223;9214;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;8.7;9.7;10.5;11.6;13.1;10.7;580;625;695;788;940;723;68;605;6697;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;9.8;11.5;13.5;17.1;21.7;13.1;430;485;560;700;920;619;47;902;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;9.1;10.6;12.8;15.6;18.3;12.1;400;451;564;658;863;596;49;2416;;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;4. Entre 1991-2005;;;10;11.2;12.6;14.8;18.6;12.5;435;494;590;720;868;635;51;4911;23564;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;8.7;9.8;10.6;11.7;13.1;10.8;730;844;902;1138;1488;1001;93;339;2842;Estimation directe
B3100;2025;Agglomération de Toulouse;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;13.2;14.8;17.6;21;23.5;17.3;379;410;445;484;528;449;26;1041;4870;Estimation directe
